congress,nomination_number,citation,source,source_year,source_month,nomination_date,latest_action_date,latest_action_text,nominee,position_title,organization,description,court
116,775,PN775,congress.gov_api,2025,7,2019-05-21,2020-09-10,Confirmed by the Senate by Yea-Nay Vote. 99 - 0. Record Vote Number: 167.,,United States District Judge for the Eastern District of New York,The Judiciary,"Diane Gujarati, of New York, to be United States District Judge for the Eastern District of New York, vice John Gleeson, resigned.",NY-E
116,1662,PN1662,congress.gov_api,2025,7,2020-03-03,2020-09-09,Confirmed by the Senate by Yea-Nay Vote. 91 - 5. Record Vote Number: 159.,,United States District Judge for the Eastern District of Wisconsin,The Judiciary,"Brett H. Ludwig, of Wisconsin, to be United States District Judge for the Eastern District of Wisconsin, vice Rudolph T. Randa, retired.",WI-E
116,1511,PN1511,congress.gov_api,2025,7,2020-02-12,2020-09-09,Confirmed by the Senate by Yea-Nay Vote. 82 - 14. Record Vote Number: 162.,,United States District Judge for the Western District of Pennsylvania,The Judiciary,"Christy Criswell Wiegand, of Pennsylvania, to be United States District Judge for the Western District of Pennsylvania, vice Peter J. Phipps, elevated.",PA-W
116,2210,PN2210,congress.gov_api,2025,7,2020-09-08,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Eastern District of New York,The Judiciary,"David Carey Woll, Jr., of New York, to be United States District Judge for the Eastern District of New York, vice Dora L. Irizarry, retired.",NY-E
116,2206,PN2206,congress.gov_api,2025,7,2020-09-08,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Eastern District of New York,The Judiciary,"Hector Gonzalez, of New York, to be United States District Judge for the Eastern District of New York, vice Brian M. Cogan, retired.",NY-E
116,2207,PN2207,congress.gov_api,2025,7,2020-09-08,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Northern District of New York,The Judiciary,"Ryan Thomas McAllister, of New York, to be United States District Judge for the Northern District of New York, vice Gary L. Sharpe, retired.",NY-N
116,1278,PN1278,congress.gov_api,2025,7,2019-11-19,2020-08-13,Confirmed by the Senate by Voice Vote.,,Judge of the United States Tax Court,The Judiciary,"Alina I. Marshall, of Virginia, to be a Judge of the United States Tax Court for a term of fifteen years, vice L. Paige Marvel, term expiring.",
116,1279,PN1279,congress.gov_api,2025,7,2019-11-19,2020-08-13,Confirmed by the Senate by Voice Vote.,,Judge of the United States Tax Court,The Judiciary,"Christian N. Weiler, of Louisiana, to be a Judge of the United States Tax Court for a term of fifteen years, vice Albert G. Lauber, term expiring.",
116,2177,PN2177,congress.gov_api,2025,7,2020-08-11,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Associate Judge of the Superior Court of the District of Columbia,Department of Justice,"Justin E. Herdman, of the District of Columbia, to be United States Attorney for the District of Columbia for the term of four years, vice Jessie K. Liu, resigned.",
116,2021,PN2021,congress.gov_api,2025,7,2020-06-18,2020-08-06,Confirmed by the Senate by Voice Vote.,,Member of the Securities and Exchange Commission,Securities and Exchange Commission,"Caroline A. Crenshaw, of the District of Columbia, to be a Member of the Securities and Exchange Commission for a term expiring June 5, 2024, vice Robert J. Jackson, Jr., term expired.",
116,1599,PN1599,congress.gov_api,2025,7,2020-02-27,2020-08-06,Confirmed by the Senate by Yea-Nay Vote. 55 - 42. Record Vote Number: 157.,,United States District Judge for the Southern District of New York,The Judiciary,"John Peter Cronan, of New York, to be United States District Judge for the Southern District of New York, vice William H. Pauley III, retired.",NY-S
116,1692,PN1692,congress.gov_api,2025,7,2020-03-16,2020-07-29,Confirmed by the Senate by Yea-Nay Vote. 53 - 42. Record Vote Number: 151.,,Member of the National Labor Relations Board,National Labor Relations Board,"Lauren McGarity McFerran, of the District of Columbia, to be a Member of the National Labor Relations Board for the term of five years expiring December 16, 2024.  (Reappointment)",
116,1347,PN1347,congress.gov_api,2025,7,2020-01-06,2020-07-28,Confirmed by the Senate by Yea-Nay Vote. 55 - 42. Record Vote Number: 145.,,United States District Judge for the Western District of Louisiana,The Judiciary,"David Cleveland Joseph, of Louisiana, to be United States District Judge for the Western District of Louisiana, vice Dee D. Drell, retired.",LA-W
116,1345,PN1345,congress.gov_api,2025,7,2020-01-06,2020-07-27,Confirmed by the Senate by Yea-Nay Vote. 65 - 30. Record Vote Number: 142.,,United States District Judge for the Western District of Pennsylvania,The Judiciary,"William Scott Hardy, of Pennsylvania, to be United States District Judge for the Western District of Pennsylvania, vice Nora Barry Fischer, retired.",PA-W
116,1385,PN1385,congress.gov_api,2025,7,2020-01-09,2020-07-23,Confirmed by the Senate by Voice Vote.,,Judge of the United States Court of Appeals for Veterans Claims,The Judiciary,"Scott J. Laurer, of Virginia, to be a Judge of the United States Court of Appeals for Veterans Claims for the term of fifteen years, vice Mary J. Schoelen, retired.",
116,1109,PN1109,congress.gov_api,2025,7,2019-09-19,2020-07-23,Confirmed by the Senate by Voice Vote.,,Judge of the United States Court of Appeals for Veterans Claims,The Judiciary,"Grant C. Jaquith, of New York, to be a Judge of the United States Court of Appeals for Veterans Claims for the term of fifteen years, vice Robert N. Davis, retiring.",
116,1436,PN1436,congress.gov_api,2025,7,2020-02-04,2020-07-02,Confirmed by the Senate by Voice Vote.,,United States Marshal for the Western District of Virginia,Department of Justice,"Thomas L. Foster, of Virginia, to be United States Marshal for the Western District of Virginia for the term of four years, vice Gerald Sidney Holt, term expired.",VA-W
116,1432,PN1432,congress.gov_api,2025,7,2020-02-04,2020-07-02,Confirmed by the Senate by Voice Vote.,,United States Marshal for the Eastern District of Michigan,Department of Justice,"Owen McCurdy Cypher, of Michigan, to be United States Marshal for the Eastern District of Michigan for the term of four years, vice Robert Maynard Grubbs, term expired.",MI-E
116,1509,PN1509,congress.gov_api,2025,7,2020-02-12,2020-07-02,Confirmed by the Senate by Voice Vote.,,United States Marshal for the Western District of Tennessee,Department of Justice,"Tyreece L. Miller, of Tennessee, to be United States Marshal for the Western District of Tennessee for the term of four years, vice Jeffrey Thomas Holt, term expired.",TN-W
116,2065,PN2065,congress.gov_api,2025,7,2020-06-25,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Associate Judge of the District of Columbia Court of Appeals,The Judiciary,"Vijay Shanker, of the District of Columbia, to be an Associate Judge of the District of Columbia Court of Appeals for the term of fifteen years, vice John R. Fisher, retiring.",
116,2064,PN2064,congress.gov_api,2025,7,2020-06-25,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Associate Judge of the District of Columbia Court of Appeals,The Judiciary,"John P. Howard III, of the District of Columbia, to be an Associate Judge of the District of Columbia Court of Appeals for the term of fifteen years, vice Kathryn A. Oberly, retired.",
116,1749,PN1749,congress.gov_api,2025,7,2020-05-04,2020-06-24,Confirmed by the Senate by Yea-Nay Vote. 52 - 48. Record Vote Number: 125.,,United States Circuit Judge for the Fifth Circuit,The Judiciary,"Cory T. Wilson, of Mississippi, to be United States Circuit Judge for the Fifth Circuit, vice E. Grady Jolly, retired.",
116,1605,PN1605,congress.gov_api,2025,7,2020-03-02,2020-07-28,Confirmed by the Senate by Yea-Nay Vote. 57 - 40. Record Vote Number: 146.,,Assistant Secretary of Housing and Urban Development,Department of Housing and Urban Development,"Dana T. Wade, of the District of Columbia, to be an Assistant Secretary of Housing and Urban Development, vice Brian D. Montgomery.",
116,1748,PN1748,congress.gov_api,2025,7,2020-05-04,2020-06-18,Confirmed by the Senate by Yea-Nay Vote. 51 - 42. Record Vote Number: 123.,,United States Circuit Judge for the District of Columbia Circuit,The Judiciary,"Justin Reed Walker, of Kentucky, to be United States Circuit Judge for the District of Columbia Circuit, vice Thomas G. Griffith, retiring.",
116,2028,PN2028,congress.gov_api,2025,7,2020-06-18,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the District of New Mexico,The Judiciary,"Brenda M. Saiz, of New Mexico, to be United States District Judge for the District of New Mexico, vice Judith C. Herrera, retired.",NM-None
116,2027,PN2027,congress.gov_api,2025,7,2020-06-18,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the District of New Mexico,The Judiciary,"Fred Joseph Federici III, of New Mexico, to be United States District Judge for the District of New Mexico, vice Robert C. Brack, retired.",NM-None
116,2026,PN2026,congress.gov_api,2025,7,2020-06-18,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Eastern District of California,The Judiciary,"James P. Arguelles, of California, to be United States District Judge for the Eastern District of California, vice Lawrence Joseph O'Neill, retired.",CA-E
116,1616,PN1616,congress.gov_api,2025,7,2020-03-02,2020-06-18,Confirmed by the Senate by Voice Vote.,,United States Attorney for the District of South Carolina,Department of Justice,"Peter M. McCoy, Jr., of South Carolina, to be United States Attorney for the District of South Carolina for the term of four years, vice Cheryl A. Lydon, resigned.",SC-None
116,1434,PN1434,congress.gov_api,2025,7,2020-02-04,2020-06-18,Confirmed by the Senate by Voice Vote.,,United States Marshal for the Eastern District of New York,Department of Justice,"Vincent F. DeMarco, of New York, to be United States Marshal for the Eastern District of New York for the term of four years, vice Charles Gillen Dunne, term expired.",NY-E
116,1440,PN1440,congress.gov_api,2025,7,2020-02-04,2020-06-03,Confirmed by the Senate by Yea-Nay Vote. 52 - 41. Record Vote Number: 111.,,United States District Judge for the Southern District of Texas,The Judiciary,"Drew B. Tipton, of Texas, to be United States District Judge for the Southern District of Texas, vice Simeon Timothy Lake III, retired.",TX-S
116,1942,PN1942,congress.gov_api,2025,7,2020-06-02,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Middle District of Alabama,The Judiciary,"Edmund G. LaCour, Jr., of Alabama, to be United States District Judge for the Middle District of Alabama, vice Andrew Lynn Brasher, elevated.",AL-M
116,1430,PN1430,congress.gov_api,2025,7,2020-02-04,2020-06-01,Confirmed by the Senate by Yea-Nay Vote. 55 - 22. Record Vote Number: 103.,,United States District Judge for the Middle District of Florida,The Judiciary,"John Leonard Badalamenti, of Florida, to be United States District Judge for the Middle District of Florida, vice Elizabeth A. Kovachevich, retired.",FL-M
116,1921,PN1921,congress.gov_api,2025,7,2020-05-21,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Eastern District of California,The Judiciary,"Dirk B. Paloutzian, of California, to be United States District Judge for the Eastern District of California, vice Morrison C. England, Jr., retired.",CA-E
116,1438,PN1438,congress.gov_api,2025,7,2020-02-04,2020-05-20,Confirmed by the Senate by Yea-Nay Vote. 71 - 21. Record Vote Number: 99.,,United States District Judge for the Northern District of Alabama,The Judiciary,"Anna M. Manasco, of Alabama, to be United States District Judge for the Northern District of Alabama, vice Karon O. Bowdre, retiring.",AL-N
116,1346,PN1346,congress.gov_api,2025,7,2020-01-06,2020-05-20,Confirmed by the Senate by Yea-Nay Vote. 75 - 17. Record Vote Number: 100.,,"United States District Judge for the Northern, Eastern and Western Districts of Oklahoma",The Judiciary,"John F. Heil III, of Oklahoma, to be United States District Judge for the Northern, Eastern and Western Districts of Oklahoma, vice James H. Payne, retired.",
116,1174,PN1174,congress.gov_api,2025,7,2019-10-15,2020-05-19,Confirmed by the Senate by Yea-Nay Vote. 74 - 20. Record Vote Number: 94.,,United States District Judge for the District of Arizona,The Judiciary,"Scott H. Rash, of Arizona, to be United States District Judge for the District of Arizona, vice Cindy K. Jorgenson, retired.",AZ-None
116,1903,PN1903,congress.gov_api,2025,7,2020-05-14,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Associate Judge of the Superior Court of the District of Columbia,The Judiciary,"Danny Lam Nguyen, of the District of Columbia, to be an Associate Judge of the Superior Court of the District of Columbia for the term of fifteen years, vice Carol A. Dalton, retired.",
116,1902,PN1902,congress.gov_api,2025,7,2020-05-14,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Associate Judge of the Superior Court of the District of Columbia,The Judiciary,"John C. Truong, of the District of Columbia, to be an Associate Judge of the Superior Court of the District of Columbia for the term of fifteen years, vice Wendell P. Gardner, Jr., retired.",
116,1746,PN1746,congress.gov_api,2025,7,2020-05-04,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Assistant Attorney General,Department of Justice,"Katharine T. Sullivan, of the District of Columbia, to be an Assistant Attorney General, vice Karol Virginia Mason.",
116,1745,PN1745,congress.gov_api,2025,7,2020-05-04,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Southern District of New York,The Judiciary,"Jennifer H. Rearden, of New York, to be United States District Judge for the Southern District of New York, vice Richard Sullivan, elevated.",NY-S
116,1744,PN1744,congress.gov_api,2025,7,2020-05-04,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Southern District of New York,The Judiciary,"Iris Lan, of New York, to be United States District Judge for the Southern District of New York, vice Katherine B. Forrest, resigned.",NY-S
116,1743,PN1743,congress.gov_api,2025,7,2020-05-04,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Eastern District of New York,The Judiciary,"Saritha Komatireddy, of New York, to be United States District Judge for the Eastern District of New York, vice Joseph Frank Bianco, elevated.",NY-E
116,365,PN365,congress.gov_api,2025,7,2019-02-06,2020-02-27,Confirmed by the Senate by Yea-Nay Vote. 85 - 3. Record Vote Number: 62.,,Judge of the United States Tax Court,United States Tax Court,"Travis Greaves, of the District of Columbia, to be a Judge of the United States Tax Court for a term of fifteen years, vice Juan F. Vasquez, term expired.",
116,1168,PN1168,congress.gov_api,2025,7,2019-10-15,2020-02-25,Confirmed by the Senate by Yea-Nay Vote. 96 - 0. Record Vote Number: 59.,,United States District Judge for the District of Puerto Rico,The Judiciary,"Silvia Carreno-Coll, of Puerto Rico, to be United States District Judge for the District of Puerto Rico, vice Jay A. Garcia-Gregory, retired.",PR-None
116,854,PN854,congress.gov_api,2025,7,2019-06-12,2020-02-25,Confirmed by the Senate by Yea-Nay Vote. 97 - 0. Record Vote Number: 54.,,Judge for the District Court of the Virgin Islands,The Judiciary,"Robert Anthony Molloy, of the Virgin Islands, to be Judge for the District Court of the Virgin Islands for a term of ten years, vice Curtis V. Gomez, term expired.",
116,1534,PN1534,congress.gov_api,2025,7,2020-02-13,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Central District of California,The Judiciary,"Sandy Nunes Leal, of California, to be United States District Judge for the Central District of California, vice Christina A. Snyder, retired.",CA-C
116,1536,PN1536,congress.gov_api,2025,7,2020-02-13,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Southern District of California,The Judiciary,"Michelle M. Pettit, of California, to be United States District Judge for the Southern District of California, vice Michael M. Anello, retired.",CA-S
116,1052,PN1052,congress.gov_api,2025,7,2019-09-09,2020-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Attorney for the Western District of Michigan,Department of Justice,"Thomas L. Leonard III, of Michigan, to be United States Attorney for the Western District of Michigan for the term of four years, vice Patrick A. Miles, Jr., term expired.",MI-W
116,1236,PN1236,congress.gov_api,2025,7,2019-10-17,2020-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Southern District of California,The Judiciary,"Adam L. Braverman, of California, to be United States District Judge for the Southern District of California, vice Roger T. Benitez, retired.",CA-S
116,1304,PN1304,congress.gov_api,2025,7,2019-11-21,2020-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the District of Nevada,The Judiciary,"Jennifer P. Togliatti, of Nevada, to be United States District Judge for the District of Nevada, vice James C. Mahan, retired.",NV-None
116,894,PN894,congress.gov_api,2025,7,2019-06-24,2020-02-12,Confirmed by the Senate by Yea-Nay Vote. 81 - 12. Record Vote Number: 43.,,United States District Judge for the Northern District of Illinois,The Judiciary,"John Fitzgerald Kness, of Illinois, to be United States District Judge for the Northern District of Illinois, vice Samuel Der-Yeghiayan, retired.",IL-N
116,1533,PN1533,congress.gov_api,2025,7,2020-02-13,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Central District of California,The Judiciary,"Steve Kim, of California, to be United States District Judge for the Central District of California, vice Beverly Reid O'Connell, deceased.",CA-C
116,1537,PN1537,congress.gov_api,2025,7,2020-02-13,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Central District of California,The Judiciary,"Rick Lloyd Richmond, of California, to be United States District Judge for the Central District of California, vice Manuel L. Real, retired.",CA-C
116,1532,PN1532,congress.gov_api,2025,7,2020-02-13,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Southern District of California,The Judiciary,"Knut Sveinbjorn Johnson, of California, to be United States District Judge for the Southern District of California, vice John A. Houston, retired.",CA-S
116,1530,PN1530,congress.gov_api,2025,7,2020-02-13,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Southern District of California,The Judiciary,"Adam L. Braverman, of California, to be United States District Judge for the Southern District of California, vice Roger T. Benitez, retired.",CA-S
116,1539,PN1539,congress.gov_api,2025,7,2020-02-13,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States District Judge for the Central District of California,The Judiciary,"Jeremy B. Rosen, of California, to be United States District Judge for the Central District of California, vice Margaret M. Morrow, retired.",CA-C
116,1327,PN1327,congress.gov_api,2025,7,2020-01-03,2020-02-12,Confirmed by the Senate by Yea-Nay Vote. 72 - 23. Record Vote Number: 42.,,United States District Judge for the Eastern District of Missouri,The Judiciary,"Matthew Thomas Schelp, of Missouri, to be United States District Judge for the Eastern District of Missouri, vice Stephen N. Limbaugh, Jr., retiring.",MO-E
116,1326,PN1326,congress.gov_api,2025,7,2020-01-03,2020-02-12,Confirmed by the Senate by Yea-Nay Vote. 54 - 41. Record Vote Number: 41.,,United States District Judge for the District of Alaska,The Judiciary,"Joshua M. Kindred, of Alaska, to be United States District Judge for the District of Alaska, vice Ralph R. Beistline, retired.",AK-None
116,229,PN229,congress.gov_api,2025,7,2019-01-23,2020-02-12,Confirmed by the Senate by Yea-Nay Vote. 77 - 19. Record Vote Number: 44.,,United States District Judge for the Southern District of New York,The Judiciary,"Philip M. Halpern, of New York, to be United States District Judge for the Southern District of New York, vice P. Kevin Castel, retired.",NY-S
116,1325,PN1325,congress.gov_api,2025,7,2020-01-03,2020-02-11,Confirmed by the Senate by Yea-Nay Vote. 52 - 43. Record Vote Number: 36.,,United States Circuit Judge for the Eleventh Circuit,The Judiciary,"Andrew Lynn Brasher, of Alabama, to be United States Circuit Judge for the Eleventh Circuit, vice Edward E. Carnes, retiring.",
116,1435,PN1435,congress.gov_api,2025,7,2020-02-04,2020-12-17,Received message of withdrawal of nomination from the President.,,Judge of the United States Court of Federal Claims,The Judiciary,"Daniel Z. Epstein, of Texas, to be a Judge of the United States Court of Federal Claims for a term of fifteen years, vice Edward J. Damich, term expired.",
116,1437,PN1437,congress.gov_api,2025,7,2020-02-04,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,United States Marshal for the Eastern District of Arkansas,Department of Justice,"Michael Allen Hagar, of Arkansas, to be United States Marshal for the Eastern District of Arkansas for the term of four years, vice Clifton Timothy Massanelli, term expired.",AR-E
116,1429,PN1429,congress.gov_api,2025,7,2020-01-28,2021-01-03,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",,Commissioner of the United States Parole Commission,United States Parole Commission,"Almo J. Carter, of the District of Columbia, to be a Commissioner of the United States Parole Commission for a term of six years, vice Cranston J. Mitchell, term expired.",
116,897,PN897,congress.gov_api,2025,7,2019-06-24,2020-01-08,Confirmed by the Senate by Yea-Nay Vote. 51 - 47. Record Vote Number: 7.,,Judge of the United States Court of Federal Claims,The Judiciary,"Eleni Maria Roumel, of Maryland, to be a Judge of the United States Court of Federal Claims for a term of fifteen years, vice Mary Ellen Coster Williams, term expired.",
116,455,PN455,congress.gov_api,2025,7,2019-03-05,2020-01-08,Confirmed by the Senate by Yea-Nay Vote. 89 - 8. Record Vote Number: 6.,,Judge of the United States Court of Federal Claims,The Judiciary,"Matthew H. Solomson, of Maryland, to be a Judge of the United States Court of Federal Claims for a term of fifteen years, vice Emily Clark Hewitt, retired.",
116,1349,PN1349,congress.gov_api,2025,7,2020-01-06,2020-05-04,Received message of withdrawal of nomination from the President.,,United States District Judge for the Southern District of Mississippi,The Judiciary,"Cory T. Wilson, of Mississippi, to be United States District Judge for the Southern District of Mississippi, vice Louis Guirola, Jr., retired.",MS-S
116,1238,PN1238,congress.gov_api,2025,7,2019-10-17,2019-12-19,Confirmed by the Senate by Yea-Nay Vote. 91 - 3. Record Vote Number: 421.,,United States District Judge for the Western District of Oklahoma,The Judiciary,"Bernard Maurice Jones II, of Oklahoma, to be United States District Judge for the Western District of Oklahoma, vice Joe L. Heaton, retired.",OK-W
116,1057,PN1057,congress.gov_api,2025,7,2019-09-09,2019-12-19,Confirmed by the Senate by Yea-Nay Vote. 76 - 17. Record Vote Number: 416.,,United States District Judge for the Southern District of Florida,The Judiciary,"Anuraag Singhal, of Florida, to be United States District Judge for the Southern District of Florida, vice James I. Cohn, retired.",FL-S
116,1169,PN1169,congress.gov_api,2025,7,2019-10-15,2019-12-19,Confirmed by the Senate by Yea-Nay Vote. 83 - 9. Record Vote Number: 420.,,United States District Judge for the Eastern District of Pennsylvania,The Judiciary,"John M. Gallagher, of Pennsylvania, to be United States District Judge for the Eastern District of Pennsylvania, vice Joel H. Slomsky, retired.",PA-E
116,1108,PN1108,congress.gov_api,2025,7,2019-09-19,2019-12-19,Confirmed by the Senate by Yea-Nay Vote. 51 - 41. Record Vote Number: 418.,,United States District Judge for the District of North Dakota,The Judiciary,"Daniel Mack Traynor, of North Dakota, to be United States District Judge for the District of North Dakota, vice Daniel L. Hovland, retiring.",ND-None
116,1051,PN1051,congress.gov_api,2025,7,2019-09-09,2019-12-19,Confirmed by the Senate by Yea-Nay Vote. 75 - 17. Record Vote Number: 419.,,United States District Judge for the Western District of Oklahoma,The Judiciary,"Jodi W. Dishman, of Oklahoma, to be United States District Judge for the Western District of Oklahoma, vice Vicki Miles-LaGrange, retired.",OK-W
116,784,PN784,congress.gov_api,2025,7,2019-05-21,2019-12-19,Confirmed by the Senate by Yea-Nay Vote. 91 - 3. Record Vote Number: 422.,,United States District Judge for the Southern District of New York,The Judiciary,"Mary Kay Vyskocil, of New York, to be United States District Judge for the Southern District of New York, vice Loretta A. Preska, retired.",NY-S
116,778,PN778,congress.gov_api,2025,7,2019-05-21,2019-12-19,Confirmed by the Senate by Yea-Nay Vote. 64 - 29. Record Vote Number: 425.,,United States District Judge for the Southern District of New York,The Judiciary,"Lewis J. Liman, of New York, to be United States District Judge for the Southern District of New York, vice Paul A. Crotty, retired.",NY-S
116,726,PN726,congress.gov_api,2025,7,2019-05-13,2019-12-19,Confirmed by the Senate by Yea-Nay Vote. 94 - 0. Record Vote Number: 423.,,United States District Judge for the District of New Mexico,The Judiciary,"Kea Whetzal Riggs, of New Mexico, to be United States District Judge for the District of New Mexico, vice M. Christina Armijo, retired.",NM-None
116,773,PN773,congress.gov_api,2025,7,2019-05-21,2019-12-19,Confirmed by the Senate by Voice Vote.,,United States District Judge for the Eastern District of New York,The Judiciary,"Gary Richard Brown, of New York, to be United States District Judge for the Eastern District of New York, vice Sandra J. Feuerstein, retired.",NY-E
116,450,PN450,congress.gov_api,2025,7,2019-03-05,2019-12-19,Confirmed by the Senate by Yea-Nay Vote. 66 - 27. Record Vote Number: 424.,,United States District Judge for the Western District of Pennsylvania,The Judiciary,"Robert J. Colville, of Pennsylvania, to be United States District Judge for the Western District of Pennsylvania, vice Arthur J. Schwab, retired.",PA-W
116,511,PN511,congress.gov_api,2025,7,2019-03-11,2019-12-19,Confirmed by the Senate by Voice Vote.,,United States District Judge for the Eastern District of Michigan,The Judiciary,"Stephanie Dawkins Davis, of Michigan, to be United States District Judge for the Eastern District of Michigan, vice Gerald E. Rosen, retired.",MI-E
116,1053,PN1053,congress.gov_api,2025,7,2019-09-09,2019-12-19,Confirmed by the Senate by Yea-Nay Vote. 87 - 6. Record Vote Number: 417.,,United States District Judge for the Eastern District of Pennsylvania,The Judiciary,"Karen Spencer Marston, of Pennsylvania, to be United States District Judge for the Eastern District of Pennsylvania, vice Legrome D. Davis, retired.",PA-E
116,238,PN238,congress.gov_api,2025,7,2019-01-23,2019-12-18,Confirmed by the Senate by Yea-Nay Vote. 56 - 38. Record Vote Number: 402.,,United States District Judge for the Southern District of Ohio,The Judiciary,"Matthew Walden McFarland, of Ohio, to be United States District Judge for the Southern District of Ohio, vice Thomas M. Rose, retired.",OH-S
116,1175,PN1175,congress.gov_api,2025,7,2019-10-15,2019-12-11,Confirmed by the Senate by Yea-Nay Vote. 51 - 44. Record Vote Number: 391.,,United States Circuit Judge for the Ninth Circuit,The Judiciary,"Lawrence VanDyke, of Nevada, to be United States Circuit Judge for the Ninth Circuit, vice Jay S. Bybee, retiring.",
116,1167,PN1167,congress.gov_api,2025,7,2019-10-15,2019-12-10,Confirmed by the Senate by Yea-Nay Vote. 53 - 40. Record Vote Number: 387.,,United States Circuit Judge for the Ninth Circuit,The Judiciary,"Patrick J. Bumatay, of California, to be United States Circuit Judge for the Ninth Circuit, vice Carlos T. Bea, retiring.",
116,1173,PN1173,congress.gov_api,2025,7,2019-10-15,2019-12-05,Confirmed by the Senate by Yea-Nay Vote. 76 - 13. Record Vote Number: 384.,,United States District Judge for the District of South Carolina,The Judiciary,"Sherri A. Lydon, of South Carolina, to be United States District Judge for the District of South Carolina, vice A. Marvin Quattlebaum, Jr., elevated.",SC-None
116,903,PN903,congress.gov_api,2025,7,2019-07-08,2019-12-04,Confirmed by the Senate by Yea-Nay Vote. 89 - 4. Record Vote Number: 381.,,United States District Judge for the Middle District of Alabama,The Judiciary,"R. Austin Huffaker, Jr., of Alabama, to be United States District Judge for the Middle District of Alabama, vice W. Keith Watkins, retired.",AL-M
116,720,PN720,congress.gov_api,2025,7,2019-05-13,2019-12-04,Confirmed by the Senate by Yea-Nay Vote. 63 - 30. Record Vote Number: 380.,,United States District Judge for the Southern District of Ohio,The Judiciary,"Douglas Russell Cole, of Ohio, to be United States District Judge for the Southern District of Ohio, vice Susan J. Dlott, retired.",OH-S
116,783,PN783,congress.gov_api,2025,7,2019-05-21,2019-12-04,Confirmed by the Senate by Yea-Nay Vote. 75 - 18. Record Vote Number: 378.,,United States District Judge for the Western District of New York,The Judiciary,"John L. Sinatra, Jr., of New York, to be United States District Judge for the Western District of New York, vice William M. Skretny, retired.",NY-W
